repo_url,schema_name,helm_name,crd_path,file_path,file_sha
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_clickhousedatabases.yaml,201d6849daf73f2dfe2b24afb0feb1287ba0eecb
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_clickhousegrants.yaml,56cb0af248d63d64abc5fd04e5ac77dccc558645
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_clickhouseroles.yaml,99fcc2e75a92b2d40a0f95acafd5d405bcf5fe18
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_clickhouses.yaml,6f558fece39bcec20363ec6c1a96e6b2ab5380eb
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_clickhouseusers.yaml,a471d5dca5566eb9d7f85d63e4b3508db6e9d412
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_connectionpools.yaml,941d41185519c01f4135347209fdfd63d24faff2
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_databases.yaml,9feebfd59d79bf9d7a656f535bb04c35ead6a3f1
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_flinks.yaml,440807cb34dab49af407539827d4f3aaa51bee89
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_grafanas.yaml,ada104f1de037731657be0e5c26d6834cfe93e7e
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkaacls.yaml,080f65fc031e5ef57f137c90b8cb96686d979ee7
https://github.com/aiven/aiven-operator,aiven.io,aiven,config/crd/bases,config/crd/bases/aiven.io_kafkaconnectors.yaml,319db4d01a4eaaaeb06c81eccce4dc4d2fc42aa0
